NOMINA DE AGENTES RETENEDORES DE CAMBIO DE SUJETO ACTUALIZADA CON INFORMACION DE PUBLICACIONES EN EL DIARIO OFICIAL HASTA EL MES ANTERIOR
 
Cuerpo del RUT;Digito Verificador;Nombre/Razon Social;Producto;Codigo Unidad;Nombre Unidad;Regional;Dependencia de DGC
78794690;9;CONSTRUCCIONES INGENIERIA Y SERVICIOS LIMITADA;CONTRATISTA;03201;COPIAPO;3;
78795300;K;AGROMAR SANTA MAGDALENA S.A.;PROD. SILVESTRES;08401;LOS ANGELES;8;
78801520;8;CIA MINERA SAN GERONIMO;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;04101;LA SERENA;4;
78808210;K;SOC PAVIMENTOS NORTE SPA;CONTRATISTA;02201;ANTOFAGASTA;2;
78809560;0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;10201;OSORNO;10;
78816660;5;EGUIGUREN BESOMI SANITARIAS LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
78817860;3;SOC CONSTRUCTORA HURTADO LIMITADA;CONTRATISTA;10301;PUERTO MONTT;10;
78823410;4;INVERSIONES DIPROCHIL LTDA.;CARNE;10301;PUERTO MONTT;10;
78825440;7;AGRICOLA Y COMERCIAL PIRINEOS LIMITADA;CONTRATISTA;09201;TEMUCO;9;
78826800;9;CONSTRUCTORA MADEHOME LIMITADA;CONTRATISTA;15103;PROVIDENCIA;15;
78828510;8;AGRICOLA Y COMERCIAL PABLO MONTES Y COMPANIA LIMITADA;HARINA;15000;SANTIAGO ORIENTE;15;
78829260;0;AGRICOLA GANADERA Y FORESTAL QUILLEM VIEJO LIMITADA;GANADO;09201;TEMUCO;9;
78837700;2;COMERCIAL ABEL MATEO Y CIA LTDA;CARNE;16000;SANTIAGO SUR;16;
78846160;7;CONSTRUCTORA Y TRANSPORTES STA GEMITA LTDA;CONTRATISTA;14109;MAIPU;14;
78847100;9;IPEC CONSTRUCCIONES LIMITADA;CONTRATISTA;05302;VINA DEL MAR;5;
78852710;1;CONSTRUCTORA HERRERA Y ASOCIADOS LTDA;CONTRATISTA;16300;LA FLORIDA;16;
78869130;0;COMERCIAL JARDIN DEL MAR LIMITADA;GANADO;08201;CONCEPCION;8;
78872690;2;COMERCIAL E INDUSTRIAL SAN ALFONSO LIMITADA;CARNE;13000;SANTIAGO CENTRO;13;
78879340;5;SOC MOLINO COREO LIMITADA;HARINA;08401;LOS ANGELES;8;
78906710;4;CARNES AASA PORK  LIMITADA;CARNE;15103;PROVIDENCIA;15;
78906740;6;PRIAGRO S.A.;BERRIES;07305;PARRAL;7;
78921150;7;TRANSACCIONES Y SERVICIOS REMEHUE LTDA;GANADO;10201;OSORNO;10;
78928380;K;COMPANIA MINERA MANTOS DE ORO;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;03201;COPIAPO;3;SI
78938310;3;PREFABRICADOS DE HORMIGON Y ESTRUCTURAS METALICAS HORMIMET LIMITADA;CONTRATISTA;16403;BUIN;16;
78949810;5;SOC PESQUERA EMAR LIMITADA;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
78966260;6;COMERCIAL LOS HUERTOS LIMITADA;HARINA;08201;CONCEPCION;8;
78970620;4;COMERCIAL QUILIPAN LTDA;HARINA;20000;SANTIAGO NORTE;20;
78977330;0;CHIPANA Y VARAS LIMITADA;HARINA;01101;ARICA;18;
78997880;8;DISTRIBUIDORA DE ALIMENTOS DEL MAR LIMITADA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
79510220;5;SOC FUNDO ENTRE RIOS LIMITADA;GANADO;10303;PUERTO VARAS;10;
79516390;5;AGROPECUARIA SANTA LUISA LTDA;GANADO;10303;PUERTO VARAS;10;
79518100;8;DISTRIBUIDORA NACIONAL DE CARNES LIMITADA;GANADO;16300;LA FLORIDA;16;
79534860;3;AGRICOLA UAC LTDA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;07101;CURICO;7;
79541370;7;INGETAL INGENIERIA Y CONSTRUCCION EN LIQUIDACION S.A.;CONTRATISTA;15103;PROVIDENCIA;15;
79544830;6;MADERAS CAUQUENES LIMITADA;MADERA;07401;CAUQUENES;7;
79555520;K;COMERCIAL TRANSLACK LTDA;HARINA;06101;RANCAGUA;6;
79566060;7;SOC AGRICOLA Y GANADERA SAN EUGENIO LIMITADA;GANADO;07201;TALCA;7;
79566420;3;DEL PRADO S A;GANADO;10101;VALDIVIA;19;
79575910;7;COMERCIAL B Y F SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79580160;K;AGRICOLA AASA LIMITADA;GANADO;14601;MELIPILLA;14;
79589920;0;AGRICOLA LOBERT LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;09201;TEMUCO;9;
79590880;3;EMPRESA CONSTRUCTORA JARA Y CORDOVA LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
79592480;9;SOC MOLINERA LLANQUIHUE LIMITADA;HARINA;10303;PUERTO VARAS;10;
79598670;7;BASCUNAN PEREZ DE ARCE Y COMPANIA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79601370;2;AGRICOLA Y GANADERA SANTA CLARA LIMITADA;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
79605530;8;SOC AGRICOLA Y GANADERA CADI LIMITADA;GANADO;11401;COYHAIQUE;11;
79612800;3;SOC COMERCIAL CERDA Y GALEB LIMITADA;CARNE;03301;VALLENAR;3;
79615650;3;SOC IND COM AGROP FOR Y CONSUL MAROA LTDA;ESP. HIDROBIOLOS;10401;CASTRO;10;
79618380;2;RAFAEL CUMSILLE ZAPAPA, GLADYS PIDDO DACARET Y COMPA&#xD1;&#xCD;A;LEGUMBRE;06201;SAN FERNANDO;6;
79623790;2;MARTINEZ Y COMPANIA LIMITADA;CARNE;20000;SANTIAGO NORTE;20;
79626630;9;SOC AGRICOLA Y FORESTAL SANTA MARGARITA LIMITADA;PROD. SILVESTRES;08401;LOS ANGELES;8;
79671490;5;CONSTRUCTORA CUMBRE LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
79675380;3;NEVADA CHILE S.A.;BERRIES;15000;SANTIAGO ORIENTE;15;
79677100;3;INDUSTRIAL Y COMERCIAL FERROCENTRO LTDA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14109;MAIPU;14;
79680000;3;SOC GALLARDO SAEZ LIMITADA;CONTRATISTA;08201;CONCEPCION;8;
79688070;8;MOLINERA THIERS LIMITADA;HARINA;09201;TEMUCO;9;
79701830;9;SOC LA FLORIDA ANCUD LIMITADA;HARINA;10406;ANCUD;10;
79726860;7;FORESTAL LLAIMA Y COMPANIA LIMITADA;MADERA;08201;CONCEPCION;8;
79730730;0;SOC MADERERA BARRACA LAS QUILAS LIMITADA;PEQ.PROD.AGRICOLA;13000;SANTIAGO CENTRO;13;
79731680;6;AGRO VIVES LIMITADA;PEQ.PROD.AGRICOLA;15000;SANTIAGO ORIENTE;15;
79739740;7;INVERSIONES Y CONSTRUCCIONES BELEN LTDA;CONTRATISTA;05302;VINA DEL MAR;5;
79755640;8;SOCIEDAD CONSTRUCTORA GENESIS LIMITADA;CONTRATISTA;15105;NUNOA;13;
79765770;0;SANTIAGO COMERCIO EXTERIOR EXPORTACIONES S A;BERRIES;07101;CURICO;7;
79768480;5;CONSTRUCTORA CBI SPA;CONTRATISTA;15103;PROVIDENCIA;15;
79776210;5;INGENIERIA Y COMERCIAL MANNHEIM SPA;CONTRATISTA;01211;ALTO HOSPICIO;1;
79784300;8;GLADYS PIDDO Y CIA LIMITADA;PEQ.PROD.AGRICOLA;06201;SAN FERNANDO;6;
79784980;4;CERMAQ CHILE S.A.;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;SI
79811120;5;AGRICOLA SAMBROS SPA;PROD. SILVESTRES;07301;LINARES;7;
79812520;6;SOC DE EXPLORACION Y DESARROLLO MINERO;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;05601;SAN FELIPE;5;
79833430;1;SOC COMERCIAL E INDUSTRIAL TIERRAS BLANCAS LIMITADA;TRIGO;05601;SAN FELIPE;5;
79851010;K;ESTRUCTURAS ARQUETIPO SPA;CONTRATISTA;20000;SANTIAGO NORTE;20;
79862750;3;TRANSPORTES CCU LTDA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;SI
79872410;K;ELABORADORA DE ALIMENTOS DONIHUE LTDA;CARNE;06101;RANCAGUA;6;SI
79875160;3;SKANSKA CHILE SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79878750;0;COMERCIAL MAC LEAN Y CIA LTDA;CARNE;12101;PUERTO NATALES;12;
79881210;6;CONSTRUCTORAS ASOCIADAS B Y C LTDA;CONTRATISTA;20000;SANTIAGO NORTE;20;
79892190;8;AGROPECUARIA LOS COIPOS LIMITADA;GANADO;15000;SANTIAGO ORIENTE;15;
79900030;K;BAHIAS DEL SUR LIMITADA;ESP. HIDROBIOLOS;08201;CONCEPCION;8;
79903370;4;FORESTAL FORVIR LTDA;MADERA;10303;PUERTO VARAS;10;
79916290;3;SOC FORESTAL Y AGRICOLA RAMOS Y SOLIS LIMITADA;PEQ.PROD.AGRICOLA;08401;LOS ANGELES;8;
79918090;1;JEREZ PAVEZ Y COMPANIA LIMITADA;GANADO;16401;SAN BERNARDO;16;
79923030;5;CIA GANADERA LAS VERTIENTES LTDA;GANADO;10201;OSORNO;10;
79931470;3;FORESTAL SANTA ELENA LIMITADA;MADERA;15103;PROVIDENCIA;15;
79937910;4;EN QUIEBRA FORESTAL RARI LIMITADA;MADERA;08201;CONCEPCION;8;
79948040;9;GASTON ESCUDERO JARA LIMITADA;CARNE;15105;NUNOA;13;
79949990;8;SOC CONSTRUCTORA Y SERVICIOS LASCAR LIMITADA;CONTRATISTA;02301;CALAMA;2;
79950280;1;ARTICULOS DEPORTIVOS BELSPORT SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
79953230;1;CONSTRUCTORA CENTRO SUR LIMITADA;CONTRATISTA;07301;LINARES;7;
79962340;4;AGRICOLA GANADERA Y FORESTAL EL MANZANAR SPA;MADERA;07301;LINARES;7;
79965000;2;MESTRE Y CIA LTDA;MADERA;07208;CONSTITUCION;7;
79966350;3;SOC FERNANDO OCARANZA TORRES Y COMPANIA LIMITADA;CONTRATISTA;01201;IQUIQUE;1;
79971490;6;EQUIPOS Y CONSTRUCCIONES TARAPACA S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
79996470;8;COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS FRIO NATUR LIMITADA;ESP. HIDROBIOLOS;08206;TALCAHUANO;8;
80173000;0;CASARINO Y COMPANIA LIMITADA;MADERA;05701;LOS ANDES;5;
80203400;8;COMPANIA MOLINERA VILLARRICA LIMITADA;PEQ.PROD.AGRICOLA;09215;VILLARRICA;9;
80285400;5;SOC INDUSTRIAL Y COMERCIAL DIAZ Y COMPANIA LIMITADA;LEGUMBRE;14000;SANTIAGO PONIENTE;14;
80393200;K;MOLINOS CUNACO S A;TRIGO;14109;MAIPU;14;
80411800;4;SOC NACIONAL METALURGICA LTDA;CHATARRA;16000;SANTIAGO SUR;16;
80444200;6;MADERAS HAAS S.P.A;MADERA;20000;SANTIAGO NORTE;20;
80596400;6;MARTINEZ FIEGEHEN S A;HARINA;07301;LINARES;7;
80731800;4;DOMINGO PEREZ MORENO SA;MADERA;13000;SANTIAGO CENTRO;13;
80796000;8;CERDOS DISTRIBUIDORA COMESTIBLE LIMITADA;CARNE;16000;SANTIAGO SUR;16;
80955900;9;SUAZO GOMEZ S.A. EN LIQUIDACION;PEQ.PROD.AGRICOLA;13000;SANTIAGO CENTRO;13;
81209700;8;COOPERATIVA AGRICOLA Y LECHERA DE FRUTILLAR LIMITADA;HARINA;10303;PUERTO VARAS;10;
81266000;4;EMPRESA CONSTRUCTORA DLW S.A.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
81318700;0;POMPEYO CARRASCO SPA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15105;NUNOA;13;
81507700;8;FORESTAL TORNAGALEONES S A;MADERA;10101;VALDIVIA;19;
81670500;2;COOP CAMPESINA CHACAY SN VICENTE LTDA;LEGUMBRE;08109;SAN CARLOS;21;
81753800;2;ROSSI HNOS;CARNE;01201;IQUIQUE;1;
81836000;2;COPEFRUT S A;BERRIES;07101;CURICO;7;
81935800;1;COOPERATIVA CAMPESINA CHOL CHOL LIMITADA;PEQ.PROD.AGRICOLA;09201;TEMUCO;9;
82002200;9;COOP AGRICOLA REMOLACHERA NUBLE C A R LTDA;PEQ.PROD.AGRICOLA;08101;REGIONAL CHILLAN;21;
82114100;1;MOLINOS SAN MIGUEL LIMITADA;TRIGO;06101;RANCAGUA;6;
82557000;4;AGRICOLA ARIZTIA LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14601;MELIPILLA;14;SI
82722200;3;JAVIER LASCAR E HIJOS LTDA;HARINA;14109;MAIPU;14;
82816500;3;AGRICOLA E INDUSTRIAL MOLINERA PARRAL LT;HARINA;07305;PARRAL;7;
82841100;4;COOP CAMPESINA CHACAYAL LTDA;LEGUMBRE;08401;LOS ANGELES;8;
83285400;K;MOLINO CACHAPOAL LIMITADA;TRIGO;08109;SAN CARLOS;21;
83286200;2;CARNES Y CECINAS PINCHEIRA LIMITADA;CARNE;08109;SAN CARLOS;21;
83529000;K;PROCESADORA DE CARNES LA VALDIVIA LTDA;CARNE;14000;SANTIAGO PONIENTE;14;
83558400;3;BONINO Y ROJAS LTDA;CARNE;16401;SAN BERNARDO;16;
83614800;2;ARIZTIA COMERCIAL LIMITADA;CARNE;14601;MELIPILLA;14;SI
83686900;1;INGENIERIA Y CONSTRUCCIONES INDUSTRIALES Y CIVILES I C LIMITADA;CONTRATISTA;15105;NUNOA;13;
84000000;1;TRICOT S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15105;NUNOA;13;
84102200;9;EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO LIMITADA;CONTRATISTA;12205;PUNTA ARENAS;12;
84273800;8;MADERAS SAN MARTIN LIMITADA;MADERA;16401;SAN BERNARDO;16;
84348700;9;ABASTECEDORA DEL COMERCIO SPA;CARNE;15000;SANTIAGO ORIENTE;15;
84388600;0;SK APLICACIONES TECNOLOGICAS SPA.;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
84393900;7;IMPORTADORA ELABORADORA Y DISTRIBUIDORA DE ABARROTES ARUBA S A;PEQ.PROD.AGRICOLA;07305;PARRAL;7;
84413300;6;INGELAB INGENIERIA CIVIL LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
84460300;2;FABRIL MADERERA DE LA PATAGONIA LIMITADA;MADERA;12205;PUNTA ARENAS;12;
84702300;7;BASH MUEBLES DE OFICINA LIMITADA;CONTRATISTA;20000;SANTIAGO NORTE;20;
84760600;2;INTERNATIONAL CONFECTIONERY LIMITADA;ESP. HIDROBIOLOS;15103;PROVIDENCIA;15;
84783500;1;CONSTRUCTORES CIVILES ASOCIADOS S.A.;CONTRATISTA;02201;ANTOFAGASTA;2;
84786900;3;AGRICOLA SOLER CORTINA S.A.;GANADO;07101;CURICO;7;
84820900;7;SUPERMERCADOS ORIENTE SPA;HARINA;09215;VILLARRICA;9;
84925700;5;CULTIVOS ACUICOLAS EL VOLCAN LIMITADA;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
85237600;7;SALVADOR HERNANDEZ Y CIA LTDA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
85394000;3;CONAGRA INTERNATIONAL COMERCIAL Y AGRICOLA LIMITADA;LEGUMBRE;15000;SANTIAGO ORIENTE;15;
85461500;9;QUIEBRA FRIGORIFICO DARC S A EN CONTINUIDAD DE GIRO;GANADO;13000;SANTIAGO CENTRO;13;
85475800;4;AGRICOLA MONCOPULLI S.A.;GANADO;10201;OSORNO;10;
85530700;6;SOC SATURNINO GRACIA CAMPOS E HIJOS LIMI;HARINA;16000;SANTIAGO SUR;16;
85652800;6;SOC CONSTRUCTORA INDUSTRIAL Y COMERCIAL;CONTRATISTA;15103;PROVIDENCIA;15;
85677900;9;SOC COMERC COPIHUE LTDA EN LIQUIDACION;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
85785800;K;PESQUERA SALMAR LIMITADA;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
85925300;8;BRICENO Y TREJOS URBANIZACIONES LTDA;CONTRATISTA;16403;BUIN;16;
86003000;4;CONSTRUCTORA Y COMERCIAL EL ALBA LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
86016100;1;JAHUEL INGENIERIA Y CONSTRUCCION LTDA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
86102600;0;METALURGICA METTAL LTDA;CONTRATISTA;20000;SANTIAGO NORTE;20;
86486100;8;CECINAS BAVARIA LIMITADA;CARNE;16403;BUIN;16;
86542100;1;MINERA SPENCE S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
86547000;2;MARGARITA UAUY E HIJOS LIMITADA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
86547900;K;SOC ANONIMA VINA SANTA RITA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
86559100;4;RAFAEL CUMSILLE Z Y CIA LIMITADA;CARNE;06201;SAN FERNANDO;6;
86953000;K;CONSTRUCTORA SERES LTDA;CONTRATISTA;16300;LA FLORIDA;16;
87521300;8;EMPRESA CONSTRUCTORA VELCA LTDA;CONTRATISTA;05302;VINA DEL MAR;5;
87579600;3;INDUSTRIAS CAMPO LINDO S.A.;CARNE;20000;SANTIAGO NORTE;20;
87580200;3;HV INVERSIONES SPA;GANADO;15000;SANTIAGO ORIENTE;15;
87752000;5;GRANJA MARINA TORNAGALEONES S A;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
87752100;1;SOC AGRICOLA HUIDIF LTDA;GANADO;15000;SANTIAGO ORIENTE;15;
87955100;5;SUPERMERCADO RENGO LTDA;CARNE;06101;RANCAGUA;6;
88127800;6;BOETSCH S A;CONTRATISTA;15103;PROVIDENCIA;15;
88273700;4;PROYECTO MADERAS CONSTRUCCIONES LIMITADA;PEQ.PROD.AGRICOLA;13000;SANTIAGO CENTRO;13;
88277600;K;DEMARCO S.A.;CHATARRA;20000;SANTIAGO NORTE;20;
88311500;7;MOLINERA SANTA CLARA LIMITADA;TRIGO;08101;REGIONAL CHILLAN;21;
88613500;9;SOC FAENADORA DE GANADO CASA BLANCA LIMITADA;CARNE;13000;SANTIAGO CENTRO;13;
88777700;4;SOC INGENIERIA Y CONSTRUCCION CASTELLANI Y MUNOZ S.A.;CONTRATISTA;06101;RANCAGUA;6;
88851300;0;DISTRIBUIDORA DE CARNES LA CORDILLERA LTDA;CARNE;13000;SANTIAGO CENTRO;13;
88977000;7;CONSTRUCTORA SANTOLAYA HERMANOS S A;CONTRATISTA;15103;PROVIDENCIA;15;
88992700;3;DISTRIBUIDORA DE ABARROTES CRUCHY LIMITADA;HARINA;13000;SANTIAGO CENTRO;13;
89054700;1;SOC AGRICOLA REAL ANGUS LIMITADA;GANADO;09201;TEMUCO;9;
89136700;7;SOC AGRICOLA LOS TILOS LIMITADA;GANADO;13000;SANTIAGO CENTRO;13;
89164400;0;AGRICOLA Y FORESTAL DADINCO LTDA.;GANADO;08101;REGIONAL CHILLAN;21;
89302800;5;EMPRESA CONSTRUCTORA CASAS SUR LTDA;CONTRATISTA;05302;VINA DEL MAR;5;
89546100;8;SOC COMERCIAL INSUMOS Y PRODUCTOS AGROPECUARIOS MAHUIDA LTDA;LEGUMBRE;07301;LINARES;7;
89546100;8;SOC COMERCIAL INSUMOS Y PRODUCTOS AGROPECUARIOS MAHUIDA LTDA;PEQ.PROD.AGRICOLA;07301;LINARES;7;
89693600;K;MUEBLES FORESTA LIMITADA;CONTRATISTA;10101;VALDIVIA;19;
89725900;1;URBANO CISTERNAS Y CIA LTDA;CARNE;08101;REGIONAL CHILLAN;21;
89862200;2;LATAM AIRLINES GROUP S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;14000;SANTIAGO PONIENTE;14;SI
90081000;8;CIA CHILENA DE FOSFOROS S A;HARINA;15103;PROVIDENCIA;15;
90152000;3;ALIMENTOS EL GLOBO S.A.;HARINA;08201;CONCEPCION;8;
91083000;7;EMPRESAS TUCAPEL S A;PEQ.PROD.AGRICOLA;13000;SANTIAGO CENTRO;13;
91274000;5;CIA MOLINERA SCHOTT S A;TRIGO;10201;OSORNO;10;
91274000;5;CIA MOLINERA SCHOTT S A;PEQ.PROD.AGRICOLA;10201;OSORNO;10;
91901000;2;VICENTE SANCHEZ GATO S A I;HARINA;07101;CURICO;7;
91915000;9;INGENIERIA Y CONSTRUCCION SIGDO    KOPPERS S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;SI
92091000;9;UNILEVER CHILE LTDA;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
92196000;K;AGRICOLA INDUSTRIAL LO VALLEDOR AASA S A;GANADO;15103;PROVIDENCIA;15;
92387000;8;SOCIEDAD PESQUERA LANDES SOCIEDAD ANONIMA;ESP. HIDROBIOLOS;15000;SANTIAGO ORIENTE;15;
92423000;2;CASO Y CIA SAC;HARINA;05302;VINA DEL MAR;5;SI
92654000;9;HUNTER DOUGLAS CHILE S A;CONTRATISTA;16401;SAN BERNARDO;16;
92744000;8;CECINAS WINTER S A;CARNE;16000;SANTIAGO SUR;16;
93142000;3;MOLINO KOKE SACI;HARINA;06101;RANCAGUA;6;
93178000;K;ICB S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
93244000;8;MOLINO VICTORIA SA;HARINA;07201;TALCA;7;
93307000;K;SUPERMERCADOS MONTSERRAT S.A.C.;ESP. HIDROBIOLOS;20000;SANTIAGO NORTE;20;
93360000;9;XEROX DE CHILE S.A.;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;20000;SANTIAGO NORTE;20;
93706000;9;BROTEC S.A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
93838000;7;FORESTAL CHOLGUAN SA;PEQ.PROD.AGRICOLA;07208;CONSTITUCION;7;SI
93910000;8;MOLINERA HEREDIA SPA;HARINA;14109;MAIPU;14;
94272000;9;AES ANDES S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15103;PROVIDENCIA;15;SI
94424000;4;TATTERSALL GANADO S.A.;CARNE;14000;SANTIAGO PONIENTE;14;
94565000;1;PESQUERA MAGALLANES SA;ESP. HIDROBIOLOS;14109;MAIPU;14;
94944000;1;CONSTRUCTORA PILEN LIMITADA;CONTRATISTA;20000;SANTIAGO NORTE;20;
94952000;5;TRANSANDINA DE COMERCIO S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
95005000;4;COMERCIALIZADORA DE CARNES S A;CARNE;05301;VALPARAISO;5;
95438000;9;AGRICOLA Y GANADERA ESTANCIA RIO CISNES LIMITADA;GANADO;11401;COYHAIQUE;11;
95467000;7;ORICA CHILE S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;
95660000;6;CECINAS VENEZIA S A;CARNE;05501;QUILLOTA;5;
95729000;0;INDUSTRIA DE CECINAS LA ESPANOLA S A EN QUIEBRA;PEQ.PROD.AGRICOLA;13000;SANTIAGO CENTRO;13;
96029000;3;PROCESADORA DE CARNES DEL SUR S A;GANADO;10101;VALDIVIA;19;
96439000;2;WALMART CHILE S.A.;CARNE;20000;SANTIAGO NORTE;20;
96501080;7;DISTRIBUIDORA AZUL S A;CARNE;13000;SANTIAGO CENTRO;13;
96502000;4;FORESTAL VALPARAISO S A;MADERA;05301;VALPARAISO;5;
96502620;7;AGROFORESTAL CAUQUENES SA;MADERA;07401;CAUQUENES;7;
96503550;8;EMPRESA CONSTRUCTORA DE OBRAS CIVILES YELCHO SPA;CONTRATISTA;15103;PROVIDENCIA;15;
96505020;5;SOC INDUSTRIAL Y COMERCIAL POMERAPE S A;CONTRATISTA;01101;ARICA;18;
96505760;9;COLBUN S A;RETENEDOR C.S. PARA CUMPLIMIENTO DE IVA;15000;SANTIAGO ORIENTE;15;SI
96506560;1;CONSTRUCTORA LEON WOLF SPA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
96509850;K;DISTRIBUIDORA COMERCIAL CASERITA LIMITADA EN LIQUIDACI&#xD3;N;HARINA;15000;SANTIAGO ORIENTE;15;
96512190;0;FRUTICOLA VICONTO S A;BERRIES;16403;BUIN;16;SI
96518090;7;FRIGORIFICO DE OSORNO S A;GANADO;10201;OSORNO;10;
96522120;4;EMPRESA CONSTRUCTORA INGENIEROS S A;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
96528420;6;FPC PAPELES SPA;MADERA;08201;CONCEPCION;8;
96531180;7;COMERCIAL INDUSTRIAL Y AGRICOLA COINAGRA;TRIGO;15103;PROVIDENCIA;15;
96531540;3;CONSTRUCTORA K Y P LIMITADA;CONTRATISTA;06110;SAN VICENTE TAGUA TAGUA;6;
96531980;8;PESCA CISNE S A;ESP. HIDROBIOLOS;12205;PUNTA ARENAS;12;
96535920;6;SALMONES CHILOE S A;ESP. HIDROBIOLOS;10301;PUERTO MONTT;10;
96538130;9;CONSTRUCCIONES Y PAVIMENTOS LIMITADA;CONTRATISTA;15000;SANTIAGO ORIENTE;15;
96538140;6;CONSTRUCTORA JCE S A;CONTRATISTA;20000;SANTIAGO NORTE;20;
96540900;9;MONTEVERDE SOCIEDAD ANONIMA;TRIGO;08401;LOS ANGELES;8;
96540970;K;MOLINERA ACONCAGUA S A;TRIGO;15000;SANTIAGO ORIENTE;15;
96541470;3;ORIFLAME DE CHILE S A;VTA PROD CATALOGO;15000;SANTIAGO ORIENTE;15;
96542940;9;CONSTRUCTORA ECOPSA SPA;CONTRATISTA;13000;SANTIAGO CENTRO;13;
96546010;1;COMASA SPA;MADERA;08201;CONCEPCION;8;
96546010;1;COMASA SPA;PEQ.PROD.AGRICOLA;08201;CONCEPCION;8;
96546960;5;PECUS S A;CARNE;05302;VINA DEL MAR;5;
96554040;7;ENTEL SERVICIOS TELEFONICOS S A;PREPAGO TELEFONIA;15000;SANTIAGO ORIENTE;15;
96556570;1;VIVIENDAS METROPOLITANA S.A.;CONTRATISTA;13000;SANTIAGO CENTRO;13;
96560220;8;BRESKY CONSTRUCCIONES S A;CONTRATISTA;05301;VALPARAISO;5;
96562060;5;RECUPAC S A;PAPEL-CARTON;20000;SANTIAGO NORTE;20;
96563630;7;BAYAS DEL SUR S.A.;BERRIES;10201;OSORNO;10;
96568370;4;LUCCHETTI CHILE S A;HARINA;15103;PROVIDENCIA;15;
96568370;4;LUCCHETTI CHILE S A;TRIGO;15103;PROVIDENCIA;15;
96568740;8;GASCO GLP S A;RETENEDOR CAMBIO DE SUJETO EN GAS;13000;SANTIAGO CENTRO;13;SI
96569760;8;SOC INDUSTRIAL PIZARRENO S A;CONTRATISTA;14109;MAIPU;14;
96569800;0;SANNESA SOCIEDAD ANONIMA;CONTRATISTA;12205;PUNTA ARENAS;12;
96570360;8;INVERSIONES DONA OLGA S.A.;CARNE;16000;SANTIAGO SUR;16;
